DTC,Possible Solutions
"P0054
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nWhen diagnosing a code P0054, I would need a diagnostic scanner, a digital volt ohmmeter (DVOM), and a reliable vehicle information source, such as All Data DIY. \nI like to start with a visual inspection of system wiring harnesses and connectors; focusing on harnesses that are routed near hot exhaust pipes and manifolds and those that are routed near sharp edges like the ones found on exhaust shields.\nI would proceed using the DVOM to test all system fuses and fusible links. I would test these components when they are under load because fuses that aren\xe2\x80\x99t loaded may seem operational; then fail when loaded. Activating the O2 sensor heaters will effectively load this circuit. \nRetrieving all stored trouble codes and freeze frame data would be my next step. I would accomplish this by connecting the scanner to the vehicle diagnostic port. I like to write this information down as it could be helpful if the P0054 proves to be intermittent. I\xe2\x80\x99d clear the codes and test drive the vehicle to see if the P0054 is immediately reset.\nMake sure that the engine is cold enough to allow the O2 sensor heater to be activated, if the code is reset. Observe O2 sensor heater input data using the scanner data stream and narrow the data stream display to include only pertinent data. This will yield a faster data response. With the engine within the correct temperature range, O2 sensor heater voltage should be the virtually the same as battery voltage. If O2 sensor heater voltage varies from that of the battery, due to a resistance issue, A P0054 will be stored.\nTo monitor live data from the O2 sensor heater circuit, connect the DVOM test leads to the sensor ground and battery voltage signal wires. Resistance of the O2 sensor in question may also be checked use the DVOM. All related controllers should be disconnected prior to testing system circuit resistance with the DVOM. \nAdditional diagnostic tips &amp; notes:\n\n If blown fuses are found, suspect that the O2 heater circuit in question has shorted to ground \n The O2 sensor heater circuit should be energized when the engine is below normal operating temperature\n\n \n\n \n'"
"P0055
","b""\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nWhen attempting to diagnose a code P0055, I would gain access to a diagnostic scanner, a digital volt ohmmeter (DVOM), and a reliable vehicle information source, such as All Data DIY. \nI would likely begin with a visual inspection of system wiring harnesses and connectors. I would pay particular attention to harnesses that are routed near hot exhaust pipes and manifolds and those that are routed near sharp edges like the ones found on exhaust shields.\nNext, I might proceed by using the DVOM to test all system fuses and fusible links. Skilled technicians would test these components when they are under load because fuses that aren\xe2\x80\x99t loaded may seem operational; then fail when loaded. You may effectively load this circuit by activating the O2 sensor heater/s. \nMy next step would be retrieving all stored trouble codes and freeze frame data. This can be done by connecting the scanner to the vehicle diagnostic port. I write this information down as it could be helpful if the P0055 proves to be intermittent. Now, I\xe2\x80\x99d clear the codes and test drive the vehicle to see if the P0055 is immediately reset.\nWhen the engine is cool enough to allow the O2 sensor heater to be activated, and the code is reset, observe O2 sensor heater input data using the scanner data stream. You may want to narrow the data stream display to include only pertinent data as this will yield a faster data response. If the engine is within the correct temperature range, O2 sensor heater voltage should be the about the same as battery voltage. If a resistance issue causes O2 sensor heater voltage to vary from that of the battery, a P0055 will be stored.\nYou may connect the DVOM test leads to the sensor ground and battery voltage signal wires in order to monitor live data from the O2 sensor heater circuit. Test O2 sensor resistance using the DVOM. Keep in mind that all related controllers should be disconnected prior to testing system circuit resistance with the DVOM. \nAdditional diagnostic tips &amp; notes:\n\n The O2 sensor heater circuit should be energized when the engine is below normal operating temperature \n If blown fuses are found, suspect that the O2 heater circuit in question has shorted to ground\neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\n"""
"P0056
","b'\nVisually inspect the oxygen sensor wiring for damaged or loose wiring to the sensor.\nUnplug the oxygen sensor and using a digital volt ohm meter (DVOM) set to the ohms scale, test the resistance of the heater circuit using a wiring diagram for reference. The heater circuit inside the sensor should have some resistance present, excessive resistance or an over limit reading would indicate an open in the heated portion of the circuit and the oxygen sensor will need to be replaced. \nBack-probe the ground wire at the connector and check for resistance between a good known ground and the connector to the oxygen sensor. \nBack-probe the power supply wire at the connector with the DVOM set to DC volts with the positive lead on the power supply wire and the negative lead at a good known ground to check for power to supply at the oxygen sensor. If no power is present at the connector during initial car startup (cold start), there may be a problem with the power supply circuit to the oxygen sensor or the PCM itself.\n'"
"P0057
","b'\nDo a visual inspection of the Bank 2,2 HO2S and wiring harness. If there is any damage to the sensor or any damage to the wiring, repair/replace as needed. Make sure wiring is routed away from exhaust. If all appears okay, unplug the Bank 2,2 HO2S and verify that there is 12 volts B+ present with the key on engine off, (or ground is present, depending on the system).\nVerify the heater control (ground) circuit is intact. If so, remove the o2 sensor and inspect for damage. If you have access to resistance specifications you can use a Ohmmeter to perform a resistance test of the heater element. Infinite resistance indicates an open in the heater. Replace the o2 sensor as necessary.\n \n\n \n'"
"P0058
","b""\nFirst, do a visual inspection of the Bank 2, 2 HO2S (heated oxygen sensor) and it's wiring harness. If there is any damage to the sensor or any damage to the wiring, fix it as needed. Check for bare wires where wiring enters sensor. This often can fatigue and cause shorts. Make sure wiring is routed away from exhaust. Repair wiring or replace sensor as necessaryeval(ez_write_tag([[250,250],'obd_codes_com-large-leaderboard-2','ezslot_3']));\n If all appears okay, unplug the Bank 2,2 HO2S and verify that there is 12 volts B+ present with the key on engine off, (or ground is present, depending on the system). Verify the heater control (ground) circuit is intact. If so, remove the o2 sensor and inspect for damage. If you have access to resistance specifications you can use a Ohmmeter to perform a resistance test of the heater element. Infinite resistance indicates an open in the heater. Replace the o2 sensor as necessary.\n"""
"P0059
","b""\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nTo diagnose a code P0059, I would gain access to a diagnostic scanner, a digital volt ohmmeter (DVOM), and a reliable vehicle information source, such as All Data DIY. \nI would normally begin with a visual inspection of system wiring harnesses and connectors; focusing on harnesses that are routed near hot exhaust pipes and manifolds, as well as those that are routed near sharp edges like the ones found on exhaust shields.\nUse the DVOM to test all system fuses and fusible links. Use caution to test these components when they are under load. Fuses that aren\xe2\x80\x99t loaded may seem operational, then fail when loaded. Loading this circuit can be accomplished by making sure the O2 sensor heaters are activated. \nI would continue by retrieving all stored trouble codes and freeze frame data. This is done by connecting the scanner to the vehicle diagnostic port. Write this information down as it could be helpful if the P0059 proves to be intermittent. Next, I\xe2\x80\x99d clear the codes and test drive the vehicle to see if the P0059 is immediately reset.\nShould the P0059 be reset, make sure that the engine is cold enough to allow the O2 sensor heater to be activated. Bring up the scanner data stream and observe O2 sensor heater input data. Narrow the data stream display to include only pertinent data so you can get a faster data response. If the engine is within the correct temperature range, O2 sensor heater voltage should be the same as battery voltage. A P0059 will be stored if O2 sensor heater voltage varies from that of the battery, due to a resistance issue.\nConnect the DVOM test leads to the sensor ground and battery voltage signal wires in order to monitor live data from the O2 sensor. You may also be use the DVOM to check resistance of the O2 sensor in question. Disconnect all related controllers prior to testing system circuit resistance with the DVOM. \nAdditional diagnostic tips &amp; notes:\n\n The O2 sensor heater circuit should be energized when the engine is below normal operating temperature \n If blown fuses are found, suspect that the O2 heater circuit has shorted to ground\neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\n"""
"P0060
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nWhen diagnosing a code P0060, I would need a diagnostic scanner, a digital volt ohmmeter (DVOM), and a reliable vehicle information source, such as All Data DIY. \nI like to start with a visual inspection of system wiring harnesses and connectors; focusing on harnesses that are routed near hot exhaust pipes and manifolds and those that are routed near sharp edges like the ones found on exhaust shields.\nI would proceed using the DVOM to test all system fuses and fusible links. I would test these components when they are under load because fuses that aren\xe2\x80\x99t loaded may seem operational; then fail when loaded. Activating the O2 sensor heaters will effectively load this circuit. \nRetrieving all stored trouble codes and freeze frame data would be my next step. I would accomplish this by connecting the scanner to the vehicle diagnostic port. I like to write this information down as it could be helpful if the P0060 proves to be intermittent. I\xe2\x80\x99d clear the codes and test drive the vehicle to see if the P0060 is immediately reset.\nMake sure that the engine is cold enough to allow the O2 sensor heater to be activated, if the code is reset. Observe O2 sensor heater input data using the scanner data stream and narrow the data stream display to include only pertinent data. This will yield a faster data response. With the engine within the correct temperature range, O2 sensor heater voltage should be the virtually the same as battery voltage. If O2 sensor heater voltage varies from that of the battery, due to a resistance issue, A P0060 will be stored.\nTo monitor live data from the O2 sensor heater circuit, connect the DVOM test leads to the sensor ground and battery voltage signal wires. Resistance of the O2 sensor in question may also be checked use the DVOM. All related controllers should be disconnected prior to testing system circuit resistance with the DVOM. \nAdditional diagnostic tips &amp; notes:\n\n If blown fuses are found, suspect that the O2 heater circuit in question has shorted to ground \n The O2 sensor heater circuit should be energized when the engine is below normal operating temperature\n\n \n\n \n'"
"P0061
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nWhen attempting to diagnose a code P0061, I would gain access to a diagnostic scanner, a digital volt ohmmeter (DVOM), and a reliable vehicle information source, such as All Data DIY. \nI would likely begin with a visual inspection of system wiring harnesses and connectors. I would pay particular attention to harnesses that are routed near hot exhaust pipes and manifolds and those that are routed near sharp edges like the ones found on exhaust shields.\nNext, I might proceed by using the DVOM to test all system fuses and fusible links. Skilled technicians would test these components when they are under load because fuses that aren\xe2\x80\x99t loaded may seem operational; then fail when loaded. You may effectively load this circuit by activating the O2 sensor heater/s. \nMy next step would be retrieving all stored trouble codes and freeze frame data. This can be done by connecting the scanner to the vehicle diagnostic port. I write this information down as it could be helpful if the P0061 proves to be intermittent. Now, I\xe2\x80\x99d clear the codes and test drive the vehicle to see if the P0061 is immediately reset.\nWhen the engine is cool enough to allow the O2 sensor heater to be activated, and the code is reset, observe O2 sensor heater input data using the scanner data stream. You may want to narrow the data stream display to include only pertinent data as this will yield a faster data response. If the engine is within the correct temperature range, O2 sensor heater voltage should be the about the same as battery voltage. If a resistance issue causes O2 sensor heater voltage to vary from that of the battery, a P0061 will be stored.\nYou may connect the DVOM test leads to the sensor ground and battery voltage signal wires in order to monitor live data from the O2 sensor heater circuit. Test O2 sensor resistance using the DVOM. Keep in mind that all related controllers should be disconnected prior to testing system circuit resistance with the DVOM. \nAdditional diagnostic tips &amp; notes:\n\n The O2 sensor heater circuit should be energized when the engine is below normal operating temperature \n If blown fuses are found, suspect that the O2 heater circuit in question has shorted to ground\n\n \n\n \n'"
"P0062
","b'\nVisually inspect the oxygen sensor wiring for damaged or loose wiring to the sensor, especially sensor #3 on bank 2.\nUnplug the oxygen sensor and using a digital volt ohm meter (DVOM) set to the ohms scale, test the resistance of the heater circuit using a wiring diagram for reference. The heater circuit inside the sensor should have some resistance present, excessive resistance or an over limit reading would indicate an open in the heated portion of the circuit and the oxygen sensor will need to be replaced. \nBack-probe the ground wire at the connector and check for resistance between a good known ground and the connector to the oxygen sensor. \nBack-probe the power supply wire at the connector with the DVOM set to DC volts with the positive lead on the power supply wire and the negative lead at a good known ground to check for power to supply at the oxygen sensor. If no power is present at the connector during initial car startup (cold start), there may be a problem with the power supply circuit to the oxygen sensor or the PCM itself.\n'"
"P0063
","b'\nDo a visual inspection of the Bank 2, 3 HO2S and wiring harness. If there is any damage to the sensor or any damage to the wiring, repair/replace as needed. Make sure wiring is routed away from exhaust. If all appears okay, unplug the Bank 2, 3 HO2S and verify that there is 12 volts B+ present with the key on engine off, (or ground is present, depending on the system).\nVerify the heater control (ground) circuit is intact. If so, remove the o2 sensor and inspect for damage. If you have access to resistance specifications you can use a Ohmmeter to perform a resistance test of the heater element. Infinite resistance indicates an open in the heater. Replace the o2 sensor as necessary.\n'"
"P0064
","b""\nFirst, do a visual inspection of the Bank 2, 3 HO2S (heated oxygen sensor) and it's wiring harness. If there is any damage to the sensor or any damage to the wiring, fix it as needed. Check for bare wires where wiring enters sensor. This often can fatigue and cause shorts. Make sure wiring is routed away from exhaust. Repair wiring or replace sensor as necessary\n If all appears okay, unplug the Bank 2,3 HO2S and verify that there is 12 volts B+ present with the key on engine off, (or ground is present, depending on the system). Verify the heater control (ground) circuit is intact. If so, remove the O2 sensor and inspect for damage. If you have access to resistance specifications you can use a Ohmmeter to perform a resistance test of the heater element. Infinite resistance indicates an open in the heater. Replace the oxygen sensor as necessary.\n"""
"P0065
","b""\nBe sure to check for technical service bulletins (TSBs) for your vehicle. Getting access to a known fix can save you time and money during diagnosis.\neval(ez_write_tag([[300,250],'obd_codes_com-large-leaderboard-2','ezslot_6']));Tools\nWhenever you are working with electrical systems, some of the basic tools that are a good idea to have are:\n\nOBD code reader\nMultimeter\nBasic socket set\nBasic ratchet and wrench sets\nBasic screwdriver set\nRag/shop towels\nBattery terminal cleaner\nService manual\neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\nSafety Tips\n\n Let engine cool\nChalk wheels\nWear PPE (Personal protective equipment)\n\nBasic Step #1\nRefer to your service manual for the location of the injector on your particular make and model. Most times, you can find the injector mounted to the throttle body itself. Sometimes the vacuum lines/gaskets around the injector leak causing it to perform outside of the desired range, pay special attention here as this would be the best case scenario. Fixing vacuum hoses/gaskets are generally inexpensive and easy to repair. With the engine running, listen for any abnormal whistle noises around theses hoses indicating a leak. If you know how to operate a vacuum gauge, you will want to monitor the vacuum within the intake system while the engine is running. Record your findings and compare to your specific desired value.\nNOTE: Replace any cracked vacuum hoses. These are problems waiting to happen and if you are replacing any hoses, you should inspect the rest to prevent yourself a future headache.\nBasic Step #2\nTest your injector. The desired electrical values within the injector varies heavily between makes and models but refer to your service manual for specifications. Most likely this will involve using your multimeter to measure resistance between the electrical pins on the injector.\nNOTE: Always use appropriate multimeter lead connectors when testing pins/connectors. Too many times, techs bend pins when testing electrical components causing hard-to-diagnose intermittent problems. Be careful!\nBasic Tip #3\nLocate the electrical connector on the injector. Inspect for any corrosion or defects present. Repair or replace as necessary. Given the location of the injector, the harness may be routed around some tight areas where chafing may occur. Make sure the harness' and wires are in good condition and are secured properly.\nNOTE: Make sure to disconnect battery before performing any electrical repairs.\nBasic Step #4\nTest the injector circuit. You may be able to disconnect the connector on the injector itself and the other end at the ECM. If this is possible and easy in your case, you may want to make sure you are getting continuity in the wires within the circuit. Generally you will use a multimeter and test the resistance within the particular circuit. Another test you could do is a voltage drop test. It will determine the integrity of the wire.\nBasic Step #5\nDepending on your scan tool's capabilities, you may be able to monitor the Air assisted injector's operation while vehicle is running. If you can monitor actual values and compare them to specific desired values, this could help you in determining what's going on.\n"""
"P0066
","b""\nBe sure to check for technical service bulletins (TSBs) for your vehicle. Getting access to a known fix can save you time and money during diagnosis.\nTools\nWhenever you are working with electrical systems, some of the basic tools that are a good idea to have are:\n\nOBD code reader\nMultimeter\nBasic socket set\nBasic ratchet and wrench sets\nBasic screwdriver set\nRag/shop towels\nBattery terminal cleaner\nService manual\n\nSafety Tips\n\n Let engine cool\nChalk wheels\nWear PPE (Personal protective equipment)\n\nBasic Step #1\nRefer to your service manual for the location of the injector on your particular make and model. Most times, you can find the injector mounted to the throttle body itself. Sometimes the vacuum lines/gaskets around the injector leak causing it to perform outside of the desired range, pay special attention here as this would be the best case scenario. Fixing vacuum hoses/gaskets are generally inexpensive and easy to repair. With the engine running, listen for any abnormal whistle noises around theses hoses indicating a leak. If you know how to operate a vacuum gauge, you will want to monitor the vacuum within the intake system while the engine is running. Record your findings and compare to your specific desired value.\nNOTE: Replace any cracked vacuum hoses. These are problems waiting to happen and if you are replacing any hoses, you should inspect the rest to prevent yourself a future headache.\nBasic Step #2\nTest your injector. The desired electrical values within the injector varies heavily between makes and models but refer to your service manual for specifications. Most likely this will involve using your multimeter to measure resistance between the electrical pins on the injector.\nNOTE: Always use appropriate multimeter lead connectors when testing pins/connectors. Too many times, techs bend pins when testing electrical components causing hard-to-diagnose intermittent problems. Be careful!\nBasic Tip #3\nLocate the electrical connector on the injector. Inspect for any corrosion or defects present. Repair or replace as necessary. Given the location of the injector, the harness may be routed around some tight areas where chafing may occur. Make sure the harness' and wires are in good condition and are secured properly.\nNOTE: Make sure to disconnect battery before performing any electrical repairs.\nBasic Step #4\nTest the injector circuit. You may be able to disconnect the connector on the injector itself and the other end at the ECM. If this is possible and easy in your case, you may want to make sure you are getting continuity in the wires within the circuit. Generally you will use a multimeter and test the resistance within the particular circuit. Another test you could do is a voltage drop test. It will determine the integrity of the wire.\nBasic Step #5\nDepending on your scan tool's capabilities, you may be able to monitor the Air assisted injector's operation while vehicle is running. If you can monitor actual values and compare them to specific desired values, this could help you in determining what's going on.\n \n\n \n"""
"P0067
","b""\nBe sure to check for technical service bulletins (TSBs) for your vehicle. Getting access to a known fix can save you time and money during diagnosis.\neval(ez_write_tag([[300,250],'obd_codes_com-large-leaderboard-2','ezslot_6']));Tools\nWhenever you are working with electrical systems, some of the basic tools that are a good idea to have are:\n\nOBD code reader\nMultimeter\nBasic socket set\nBasic ratchet and wrench sets\nBasic screwdriver set\nRag/shop towels\nBattery terminal cleaner\nService manual\neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\nSafety Tips\n\n Let engine cool\nChalk wheels\nWear PPE (Personal protective equipment)\n\nBasic Step #1\nRefer to your service manual for the location of the injector on your particular make and model. Most times, you can find the injector mounted to the throttle body itself. Sometimes the vacuum lines/gaskets around the injector leak causing it to perform outside of the desired range, pay special attention here as this would be the best case scenario. Fixing vacuum hoses/gaskets are generally inexpensive and easy to repair. With the engine running, listen for any abnormal whistle noises around theses hoses indicating a leak. If you know how to operate a vacuum gauge, you will want to monitor the vacuum within the intake system while the engine is running. Record your findings and compare to your specific desired value.\nNOTE: Replace any cracked vacuum hoses. These are problems waiting to happen and if you are replacing any hoses, you should inspect the rest to prevent yourself a future headache.\nBasic Step #2\nTest your injector. The desired electrical values within the injector varies heavily between makes and models but refer to your service manual for specifications. Most likely this will involve using your multimeter to measure resistance between the electrical pins on the injector.\nNOTE: Always use appropriate multimeter lead connectors when testing pins/connectors. Too many times, techs bend pins when testing electrical components causing hard-to-diagnose intermittent problems. Be careful!\nBasic Tip #3\nLocate the electrical connector on the injector. Inspect for any corrosion or defects present. Repair or replace as necessary. Given the location of the injector, the harness may be routed around some tight areas where chafing may occur. Make sure the harness' and wires are in good condition and are secured properly.\nNOTE: Make sure to disconnect battery before performing any electrical repairs.\nBasic Step #4\nTest the injector circuit. You may be able to disconnect the connector on the injector itself and the other end at the ECM. If this is possible and easy in your case, you may want to make sure you are getting continuity in the wires within the circuit. Generally you will use a multimeter and test the resistance within the particular circuit. Another test you could do is a voltage drop test. It will determine the integrity of the wire.\nBasic Step #5\nDepending on your scan tool's capabilities, you may be able to monitor the Air assisted injector's operation while vehicle is running. If you can monitor actual values and compare them to specific desired values, this could help you in determining what's going on.\n"""
"P0068
","b""\nLike an auto technician, start with the most common problems. You will need a volt/ohmmeter, wire-piercing probe for the meter, a can of carburetor cleaner and a can of intake cleaner. Repair any problems as they are found and start the vehicle to determine if the problem is corrected -- if not continue the procedures. \nWith the engine off, open the hood and check the air cleaner element. \nLook for any loose clamps or leaks in the piping from the mass airflow sensor to the throttle body. \nInspect all the vacuum lines on the intake manifold for obstructions, cracks or looseness which could cause loss of vacuum. \nDisconnect each of the sensors and check the connector for corrosion and pushed out or bent pins. \nStart the engine and use the carburetor cleaner to find any leaks in the intake manifold. A short shot of carburetor cleaner over a leak will change the engine rpm noticeably. Hold the can at arms length to keep the spray from contacting your eyes lest you learn the lesson much like picking up a cat by the tail. You won't forget next time. Spray all connection points on the manifold for leaks. \nTake the clamp loose on the pipe connecting the mass airflow to the throttle body. Look in the throttle body to see if it's coated with coke -- a black greasy looking substance. If it is, pinch the tube from the intake cleaner bottle between the pipe and the throttle body. Push the pipe on the throttle body and start the engine. Begin the spray until the can is gone. Remove it and reconnect the pipe to the throttle body. \nTest the mass airflow sensor. Pull the connector off the sensor. Turn the ignition on with the engine off. There are three wires, 12 volt power, sensor ground and signal (usually yellow.) use the red voltmeter lead to probe the connector for 12 volts. Keep the black lead on ground. No voltage is a ignition or wiring problem. Install the connector and check the sensor ground. It must be under 100 mv. If the sensor has 12 volts and out of range on the ground, replace the sensor. This is a basic test. If it passes yet when finished with all tests and the problem still persists, the mass airflow may still be bad. Have it checked on a graphing computer such as the Tech II. \nCheck the operation of the throttle position sensor. Make sure it is seated properly and the bolts are tight. It is a three-wire connector -- dark blue for the signal, grey for the 5 volt reference voltage and a black or orange for the PCM negative wire.\n- Connect the voltmeter red lead to the blue signal wire and the black voltmeter lead to a ground. Turn the key on with the engine off. If the sensor is good it will have less than 1 volt with the throttle closed. As the throttle is advanced the voltage will rise smoothly to approximately 4 volts with no drop outs or glitches. \nCheck the MAP sensor. Turn the key on and backprobe the power reference wire with the red voltmeter lead and the black to ground. With the key on and engine off it must have 4.5 to 5 volts. Start the engine. It must have 0.5 to 1.5 volts depending on altitude and temperature. Raise the engine rpm. The voltage must react to the throttle opening by dropping and rising again. If not replace it. \n"""
"P0069
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nNext, locate the MAP sensor on your particular vehicle. This sensor is found around the intake manifold and the throttle body. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply electrical grease where the terminals contact. Inspect the vacuum passage from the intake manifold to the MAP sensor. Insure that it is free from debris and full manifold vacuum is getting to it (put your finger over the opening; should suck it closed!).\nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if this code returns. If it does not, then the connections were most likely your problem.\nIf the P0069 code does return, we will need to test the MAP sensor and its associated circuits. With Key On Engine Off, locate the MAP sensor PID on your scan tool if available. At sea level, it should read 0"" vacuum, approx. 100 kilopascals or 29.92 inches of mercury. These would all indicate atmospheric pressure KOEO. Once you start the engine, you should notice the readings change, depending upon the condition of the engine and upon how much you are pushing in on the throttle (around 20 inches of vacuum @ idle to 2-5 inches @ wide open throttle). \nIf all prior tests have passed and you continue to get a P0069, this would most likely indicate a failed MAP sensor, although a failed PCM could not be ruled out until the MAP sensor had been replaced. If unsure, seek assistance from a trained automotive diagnostician. PCMs must be programmed, or calibrated to the vehicle in order to be installed correctly.\n'"
"P0070
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nNext, locate the AAT sensor on your particular vehicle. This sensor is usually found in front of the radiator behind the grille or front bumper area. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply electrical grease where the terminals contact.\nThe most common failure is connections, with a failed sensor a close second due to its adverse environment.\nWhile checking the connections you can test the sensor with a Digital Volt-Ohm Meter (DVOM). With the ignition switch off, disconnect the sensor and connect the Red (Positive) lead of the DVOM to one post on the sensor and the Black (Negative) lead of the DVOM to the other post. Determine the temperature of the sensor (what is the temperature outside) to the resistance on the chart. This is the resistance in ohms that your DVOM should be displaying. Either 0 ohms or infinite resistance (usually indicated by the letters OL) indicates a failed sensor.\nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if this code returns. If it does not, then the connections were most likely your problem.\nIf the P0070 code does return, we will need to test the AAT sensor and its associated circuits. Typically, there are 2 wires at the AAT sensor. With the ignition switch off, disconnect the harness going to the AAT sensor. Turn the ignition switch on. With a scan tool accessing PCM data (provided that is the module receiving the AAT sensor input; the module receiving the AAT sensor input may be the Air Conditioning control module, Generic Electronic Module or some other module towards the front of the vehicle that can send the AAT sensor data over a bus network), read the AAT sensor temperature or voltage. It should read 5 volts or something other than ambient air temperature (very low temperature) in degrees. Next, turn the ignition switch off, connect a jumper wire across the two terminals inside the harness connector going to the AAT sensor, then turn the ignition switch on. It should read close to 0 volts or something other than ambient air temperature (very high temperature) in degrees. If there is no 5 volts to the sensor, or if you see no change, repair the wiring from the PCM to the sensor, or possibly a bad PCM. \nIf all prior tests have passed and you continue to get a P0070, this would most likely indicate a failed AAT sensor, although a failed control module could not be ruled out until the AAT sensor had been replaced. If unsure, seek assistance from a trained automotive diagnostician. PCMs must be programmed, or calibrated to the vehicle in order to be installed correctly.\n \n\n \n'"
"P0071
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nNext, locate the AAT sensor on your particular vehicle. This sensor is usually found in front of the radiator behind the grille or front bumper area. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply electrical grease where the terminals contact.\nThe most common failure is connections, with a failed sensor a close second due to its adverse environment.\nWhile checking the connections you can test the sensor with a Digital Volt-Ohm Meter (DVOM). With the ignition switch off, disconnect the sensor and connect the Red (Positive) lead of the DVOM to one post on the sensor and the Black (Negative) lead of the DVOM to the other post. Determine the temperature of the sensor (what is the temperature outside) to the resistance on the chart. This is the resistance in ohms that your DVOM should be displaying. Either 0 ohms or infinite resistance (usually indicated by the letters OL) indicates a failed sensor.\nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if this code returns. If it does not, then the connections were most likely your problem.\nIf the P0071 code does return, we will need to test the AAT sensor and its associated circuits. Typically, there are 2 wires at the AAT sensor. With the ignition switch off, disconnect the harness going to the AAT sensor. Turn the ignition switch on. With a scan tool accessing PCM data (provided that is the module receiving the AAT sensor input; the module receiving the AAT sensor input may be the Air Conditioning control module, Generic Electronic Module or some other module towards the front of the vehicle that can send the AAT sensor data over a bus network), read the AAT sensor temperature or voltage. It should read 5 volts or something other than ambient air temperature (very low temperature) in degrees. Next, turn the ignition switch off, connect a jumper wire across the two terminals inside the harness connector going to the AAT sensor, then turn the ignition switch on. It should read close to 0 volts or something other than ambient air temperature (very high temperature) in degrees. If there is no 5 volts to the sensor, or if you see no change, repair the wiring from the PCM to the sensor, or possibly a bad PCM. \nIf all prior tests have passed and you continue to get a P0071, this would most likely indicate a failed AAT sensor, although a failed control module could not be ruled out until the AAT sensor had been replaced. If unsure, seek assistance from a trained automotive diagnostician. PCMs must be programmed, or calibrated to the vehicle in order to be installed correctly.\n \n\n \n'"
