DTC,Possible Solutions
"P0194
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis. \nAlso, with this particular code, make sure you have no fuel pump/fuel pressure related codes. If you have any other codes that point to a fuel pump related issue, diagnose that code first and disregard the P0194 code.\nNext, locate Fuel Rail Pressure Sensor on your particular vehicle. It may look similar to this one:\n\nOnce located, visually inspect the connectors and wiring. Look for chafing, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look corroded, burnt or possibly green in color versus the normal metal color you are probably used to seeing. You can get some Electrical Contact cleaner at any parts store if cleaning of the terminals is needed. If this is not possible, find some 91% rubbing alcohol and a light plastic bristle brush to clean them with. Afterwards let them air dry, get some dielectric silicone compound (same stuff they use for light bulb sockets and spark plug wires) and put some where the terminals come into contact. \nNext, make sure that the vacuum hose that connects the sensor to the intake manifold is not leaking (if used). Visually inspect all vacuum hose connections at the fuel rail pressure sensor and intake manifold. Replace as needed. \nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if this code returns. If it does not, then the connections were most likely your problem.\nIf the code does return, we will need to test the sensor against a mechanical gauge. First turn the key off, then hook up the fuel pressure gauge. Next connect the scan tool and monitor fuel pressure on the scan tool. Turn the key on and note the pressure on the gauge versus what the scan tool reads. The scan tool and the gauge should be within 5 psi of each other. \nIf all tests have passed so far, and you continue to get a P0194 code, the last thing to check is the connections at the PCM. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look corroded, burnt or possibly green in color versus the normal metal color you are probably used to seeing. Wiggle all connections at the sensor, the PCM, and any other associated connector to check for looseness to find the cause for the intermittent condition.\nIf all tests have passed and you still get a code P0194, this would most likely indicate a failed PCM. A hard reset (battery disconnect) would be recommended before any PCM replacement could be justified. A FRP Sensor may have to be replaced as well.\n\n'"
"P0195
","b""\n\nBegin by visually inspecting the engine oil temperature sensor and the corresponding wiring. Look for loose connections, damaged wiring, etc. If damage is found, repair as necessary, clear the code and see if it returns.\nNext, check for technical service bulletins (TSBs) regarding the issue. If nothing is found, you will need to move forward to step by step diagnosis of the system.\nThe following is a generalized procedure, as testing for this code varies between vehicles. To accurately test the system, you'll want to refer to the manufacture\xe2\x80\x99s diagnostic flow chart. \n Check for proper cooling system operation\nCheck that the engine reaches and maintains a proper operating temperature. If the engine overheats or does not warm up as designed, there is a problem with the cooling system that should be addressed prior to any further testing. Cooling system DTCs being set along with an engine oil temperature sensor DTC, also indicate a potential problem with the cooling system.\n Do some preliminary circuit testing\nUse a scan tool to monitor the engine oil temperature sensor data parameter. Disconnect the EOT sensor; the scan tool value should drop to a very low value. Next, connect a jumper wire across the terminals. If the scan tool now displays a very high temperature, the connections are sound and the ECM can recognize the input. This means the problem is most like the sensor and not a circuit or PCM problem.\nTest the sensor\nDisconnect the engine oil temperature sensor connector. Next, measure the resistance between the two sensor terminals using a digital multimeter set to ohms. Start the engine and watch the meter value; the values should decrease smoothly as the engine warms up (check the engine temperature gauge on the dash to ensure the engine reaches operating temperature). If engine temperature increases but EOT resistance does not decrease, the sensor is faulty and should be replaced. Note: most manufactures have resistance/temperature charts in their service information to aid in the diagnostic process.\nCheck the circuit\n\n Check the reference voltage side of the circuit: with the ignition on, use a digital multimeter set to volts to check for a 5-volt reference from the PCM at one of the two engine oil temperature sensor sensor terminals. If no reference signal is present, connect the meter set to ohms (with the ignition off) between the reference voltage pin on the EOT and the reference voltage pin on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. If everything is good up to this point, you'll want to check that there is 5-volts coming out of the PCM at the reference voltage terminal. If there is not a 5-volt reference from the PCM, the PCM is probably faulty.\nCheck the ground signal side of the circuit: connect the meter set to ohms (with the ignition off) between the ground terminal on the engine oil temperature sensor and the ground terminal on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. Finally, check that the PCM has a good ground by attaching one meter lead to the PCM ground terminal and the other to chassis ground. Once again, If the meter reads out of limits (OL) there is an open circuit between the PCM and ground that will need to be located and repaired.\n\n"""
"P0196
","b""\nBegin by visually inspecting the engine oil temperature sensor and the corresponding wiring. Look for loose connections, damaged wiring, etc. If damage is found, repair as necessary, clear the code and see if it returns.\nNext, check for technical service bulletins (TSBs) regarding the issue. If nothing is found, you will need to move forward to step by step diagnosis of the system.\nThe following is a generalized procedure, as testing for this code varies between vehicles. To accurately test the system, you'll want to refer to the manufacture\xe2\x80\x99s diagnostic flow chart. \n Check for proper cooling system operation\nCheck that the engine reaches and maintains a proper operating temperature. If the engine overheats or does not warm up as designed, there is a problem with the cooling system that should be addressed prior to any further testing. Cooling system DTCs being set along with an engine oil temperature sensor DTC, also indicate a potential problem with the cooling system.\n Do some preliminary circuit testing\nUse a scan tool to monitor the engine oil temperature sensor data parameter. Disconnect the EOT sensor; the scan tool value should drop to a very low value. Next, connect a jumper wire across the terminals. If the scan tool now displays a very high temperature, the connections are sound and the ECM can recognize the input. This means the problem is most like the sensor and not a circuit or PCM problem.\nTest the sensor\nDisconnect the engine oil temperature sensor connector. Next, measure the resistance between the two sensor terminals using a digital multimeter set to ohms. Start the engine and watch the meter value; the values should decrease smoothly as the engine warms up (check the engine temperature gauge on the dash to ensure the engine reaches operating temperature). If engine temperature increases but EOT resistance does not decrease, the sensor is faulty and should be replaced. Note: most manufactures have resistance/temperature charts in their service information to aid in the diagnostic process.\nCheck the circuit\n\n Check the reference voltage side of the circuit: with the ignition on, use a digital multimeter set to volts to check for a 5-volt reference from the PCM at one of the two engine oil temperature sensor sensor terminals. If no reference signal is present, connect the meter set to ohms (with the ignition off) between the reference voltage pin on the EOT and the reference voltage pin on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. If everything is good up to this point, you'll want to check that there is 5-volts coming out of the PCM at the reference voltage terminal. If there is not a 5-volt reference from the PCM, the PCM is probably faulty.\nCheck the ground signal side of the circuit: connect the meter set to ohms (with the ignition off) between the ground terminal on the engine oil temperature sensor and the ground terminal on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. Finally, check that the PCM has a good ground by attaching one meter lead to the PCM ground terminal and the other to chassis ground. Once again, If the meter reads out of limits (OL) there is an open circuit between the PCM and ground that will need to be located and repaired.\n\n"""
"P0197
","b""\nBegin by visually inspecting the engine oil temperature sensor and the corresponding wiring. Look for loose connections, damaged wiring, etc. If damage is found, repair as necessary, clear the code and see if it returns.\nNext, check for technical service bulletins (TSBs) regarding the issue. If nothing is found, you will need to move forward to step by step diagnosis of the system.\nThe following is a generalized procedure, as testing for this code varies between vehicles. To accurately test the system, you'll want to refer to the manufacture\xe2\x80\x99s diagnostic flow chart. \nCheck for proper cooling system operation: Check that the engine reaches and maintains a proper operating temperature. If the engine overheats or does not warm up as designed, there is a problem with the cooling system that should be addressed prior to any further testing. Cooling system DTCs being set along with an engine oil temperature sensor DTC, also indicate a potential problem with the cooling system.\n\n Do some preliminary circuit testing: Use a scan tool to monitor the engine oil temperature sensor data parameter. Disconnect the EOT sensor; the scan tool value should drop to a very low value. Next, connect a jumper wire across the terminals. If the scan tool now displays a very high temperature, the connections are sound and the ECM can recognize the input. This means the problem is most like the sensor and not a circuit or PCM problem.\nTest the sensor: Disconnect the engine oil temperature sensor connector. Next, measure the resistance between the two sensor terminals using a digital multimeter set to ohms. Start the engine and watch the meter value; the values should decrease smoothly as the engine warms up (check the engine temperature gauge on the dash to ensure the engine reaches operating temperature). If engine temperature increases but EOT resistance does not decrease, the sensor is faulty and should be replaced. Note: most manufactures have resistance/temperature charts in their service information to aid in the diagnostic process.\nCheck the circuit:\n\n Check the reference voltage side of the circuit: with the ignition on, use a digital multimeter set to volts to check for a 5-volt reference from the PCM at one of the two engine oil temperature sensor sensor terminals. If no reference signal is present, connect the meter set to ohms (with the ignition off) between the reference voltage pin on the EOT and the reference voltage pin on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. If everything is good up to this point, you'll want to check that there is 5-volts coming out of the PCM at the reference voltage terminal. If there is not a 5-volt reference from the PCM, the PCM is probably faulty.\nCheck the ground signal side of the circuit: connect the meter set to ohms (with the ignition off) between the ground terminal on the engine oil temperature sensor and the ground terminal on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. Finally, check that the PCM has a good ground by attaching one meter lead to the PCM ground terminal and the other to chassis ground. Once again, If the meter reads out of limits (OL) there is an open circuit between the PCM and ground that will need to be located and repaired.\n\n"""
"P0198
","b""\nBegin by visually inspecting the engine oil temperature sensor and the corresponding wiring. Look for loose connections, damaged wiring, etc. If damage is found, repair as necessary, clear the code and see if it returns.\nNext, check for technical service bulletins (TSBs) regarding the issue. If nothing is found, you will need to move forward to step by step diagnosis of the system.\nThe following is a generalized procedure, as testing for this code varies between vehicles. To accurately test the system, you'll want to refer to the manufacture\xe2\x80\x99s diagnostic flow chart. \nCheck for proper cooling system operation: Check that the engine reaches and maintains a proper operating temperature. If the engine overheats or does not warm up as designed, there is a problem with the cooling system that should be addressed prior to any further testing. Cooling system DTCs being set along with an engine oil temperature sensor DTC, also indicate a potential problem with the cooling system.\n\n Do some preliminary circuit testing: Use a scan tool to monitor the engine oil temperature sensor data parameter. Disconnect the EOT sensor; the scan tool value should drop to a very low value. Next, connect a jumper wire across the terminals. If the scan tool now displays a very high temperature, the connections are sound and the ECM can recognize the input. This means the problem is most like the sensor and not a circuit or PCM problem.\nTest the sensor: Disconnect the engine oil temperature sensor connector. Next, measure the resistance between the two sensor terminals using a digital multimeter set to ohms. Start the engine and watch the meter value; the values should decrease smoothly as the engine warms up (check the engine temperature gauge on the dash to ensure the engine reaches operating temperature). If engine temperature increases but EOT resistance does not decrease, the sensor is faulty and should be replaced. Note: most manufactures have resistance/temperature charts in their service information to aid in the diagnostic process.\nCheck the circuit:\n\n Check the reference voltage side of the circuit: with the ignition on, use a digital multimeter set to volts to check for a 5-volt reference from the PCM at one of the two engine oil temperature sensor sensor terminals. If no reference signal is present, connect the meter set to ohms (with the ignition off) between the reference voltage pin on the EOT and the reference voltage pin on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. If everything is good up to this point, you'll want to check that there is 5-volts coming out of the PCM at the reference voltage terminal. If there is not a 5-volt reference from the PCM, the PCM is probably faulty.\nCheck the ground signal side of the circuit: connect the meter set to ohms (with the ignition off) between the ground terminal on the engine oil temperature sensor and the ground terminal on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. Finally, check that the PCM has a good ground by attaching one meter lead to the PCM ground terminal and the other to chassis ground. Once again, If the meter reads out of limits (OL) there is an open circuit between the PCM and ground that will need to be located and repaired. \n\n"""
"P0199
","b""\nBegin by visually inspecting the engine oil temperature sensor and the corresponding wiring. Look for loose connections, damaged wiring, etc. If damage is found, repair as necessary, clear the code and see if it returns.\nNext, check for technical service bulletins (TSBs) regarding the issue. If nothing is found, you will need to move forward to step by step diagnosis of the system.\nThe following is a generalized procedure, as testing for this code varies between vehicles. To accurately test the system, you'll want to refer to the manufacture\xe2\x80\x99s diagnostic flow chart. \nCheck for proper cooling system operation: Check that the engine reaches and maintains a proper operating temperature. If the engine overheats or does not warm up as designed, there is a problem with the cooling system that should be addressed prior to any further testing. Cooling system DTCs being set along with an engine oil temperature sensor DTC, also indicate a potential problem with the cooling system.\n\n Do some preliminary circuit testing: Use a scan tool to monitor the engine oil temperature sensor data parameter. Disconnect the EOT sensor; the scan tool value should drop to a very low value. Next, connect a jumper wire across the terminals. If the scan tool now displays a very high temperature, the connections are sound and the ECM can recognize the input. This means the problem is most like the sensor and not a circuit or PCM problem.\nTest the sensor: Disconnect the engine oil temperature sensor connector. Next, measure the resistance between the two sensor terminals using a digital multimeter set to ohms. Start the engine and watch the meter value; the values should decrease smoothly as the engine warms up (check the engine temperature gauge on the dash to ensure the engine reaches operating temperature). If engine temperature increases but EOT resistance does not decrease, the sensor is faulty and should be replaced. Note: most manufactures have resistance/temperature charts in their service information to aid in the diagnostic process.\nCheck the circuit:\n\n Check the reference voltage side of the circuit: with the ignition on, use a digital multimeter set to volts to check for a 5-volt reference from the PCM at one of the two engine oil temperature sensor sensor terminals. If no reference signal is present, connect the meter set to ohms (with the ignition off) between the reference voltage pin on the EOT and the reference voltage pin on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. If everything is good up to this point, you'll want to check that there is 5-volts coming out of the PCM at the reference voltage terminal. If there is not a 5-volt reference from the PCM, the PCM is probably faulty.\nCheck the ground signal side of the circuit: connect the meter set to ohms (with the ignition off) between the ground terminal on the engine oil temperature sensor and the ground terminal on the PCM. If the meter reads out of limits (OL) there is an open circuit between the PCM and sensor that will need to be located and repaired. If the meter reads a numeric value, there is continuity. Finally, check that the PCM has a good ground by attaching one meter lead to the PCM ground terminal and the other to chassis ground. Once again, If the meter reads out of limits (OL) there is an open circuit between the PCM and ground that will need to be located and repaired.\n\n"""
"P0200
","b""\n1. If you have multiple misfire/injector codes, a good first step is to unplug all the fuel injectors and then turn the ignition on, engine off (KOEO). Check for presence of battery voltage (12 Volts) at one wire of each injector connector. If all are missing, check for continuity to ground on the voltage circuit by using a test light connected to positive battery and probe each voltage feed. If it lights up, then there is a short to ground on the voltage feed causing a short. Get a wiring diagram and repair the short on the voltage feed and reestablish proper battery voltage. (Don't forget to check for a blown fuse and replace as necessary). NOTE: It's possible for one injector to short out the whole battery voltage feed to all the injectors. So if you have lost voltage to all the injectors, replace the blown fuse and plug each injector in, one by one. If the fuse blows, the last injector you plugged in is shorted. Replace it and retest. If only one or two battery feeds are missing, then it's more likely to be a shorted battery voltage feed in the individual injector wiring harness. Inspect and repair as necessary.\n2. If you have battery voltage fed to each injector harness, then the next step is to get a noid light to check for injector driver operation. A noid light will insert into the injector harness in place of the fuel injector and flash rapidly when the injector driver operates. Check each fuel injector connector. If the noid light flashes rapidly then suspect the injector. Ohm each fuel injector if you have a resistance specification. If the injector is open or the resistance is higher or lower than the spec, replace the fuel injector. If the injector tests out, the problem is likely an intermittent wiring problem. (Remember that a fuel injector can work properly when cold but go open when hot, or vice versa. So it's best to do these checks when the problem is occurring). Check the wiring harness for any chafing, or the injector connector for loose pins or a broken lock. Repair as necessary and retest. Now, if the noid light doesn't flash, then there's a problem with the driver or the driver circuit. Unplug the PCM connector and ohm the fuel injector driver circuits. Any resistance means there's a problem. Infinite resistance points to an open in the circuit. Find it and repair it, then retest. If you can find no problem with the harness and there is no fuel injector driver operation, then check the PCM powers and grounds. If they are okay, the PCM may be at fault. \n"""
"P0201
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0202
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0203
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0204
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0205
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0206
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0207
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0208
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0209
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0210
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0211
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0212
","b""\n\n First, using a DVOM check the resistance of the injector. If it isn't\nwithin specs, then replace the injector.\n Check for voltage at the fuel injector connector. It should have 10 volts\nor more.\n Visually check the connector for damage or broken wires.\n Visually check the injector for damage.\n If you have access to an injector tester, activate the injector and see\nif it operates. If the injector operates, then you likely have either an open\nin the wiring, or a blocked injector. If you do not have access to a tester,\nswap the injector with another one and see if the code changes. If the code\nchanges, then change the injector.\n At the PCM, remove the driver wire from the PCM connector and Ground the\nwire. (Make sure you have the correct wire. If you're not sure, do not attempt)\nThe injector should activate\n Replace the injector\n\n"""
"P0213
","b'\nA diagnostic scanner, a digital volt/ohmmeter (DVOM), and a reliable vehicle information source are some of the tools which I will require to diagnose a code P0213.\nIf engine coolant temperature codes or intake air temperature codes are present, diagnose and repair those prior to diagnosing a code P0213.\nVisual Inspection\nA visual inspection of system related wiring and connectors should be performed as a starting point for your diagnosis. Rodent damaged wiring is not uncommon particularly in cold climates.\nNext, I would connect the scanner to the vehicle diagnostic connector and retrieve all stored codes and freeze frame data. I like to write this information down as it has proven helpful as the diagnostic process unfolds. Clear the codes, allow the vehicle to reach a ""cold start"" condition according to manufacturer\'s specifications, and test-drive the vehicle to see if the code P0213 is reset. \nIf the P0213 is not immediately reset, continue to operate the vehicle normally until the PCM enters readiness mode or the code is reset. If readiness mode is entered, the problem has been rectified. If the code is reset, a problem still exists.\nStep-by-step diagnosis\n\nIf the code is immediately reset, you can begin by testing the cold start injector using the DVOM and following the recommendations found in your vehicle information source. Of course, you will need to replace any cold start injector which fails to conform to manufacturer\'s specifications.\nIf the cold start injector in question checks out, test voltage at the injector connector (using the DVOM). Typically, there should be a constant supply of battery voltage that is joined by a ground pulse from the PCM, at the appropriate time. A ""noid"" light is possibly the best tool for simultaneously testing the injector pulse/voltage signal at the injector connector.\nIf no voltage is discovered at the cold start injector connector, suspect a blown fuse, defective relay, or a burnt fusible link. Check system fuses with the circuit loaded to help prevent an incorrect diagnosis. \nIf no ground pulse is detected at the cold start injector connector, suspect a defective PCM, PCM programming error, or a circuit malfunction between the PCM and injector connector. Use the DVOM to check the ground pulse at the appropriate pin in the PCM connector to pinpoint the exact condition and proceed from there.\nIf no ground pulse is detected at the PCM connector, the PCM is likely defective or has experienced a programming error.\nIf there is a ground pulse signal at the PCM connector, you have a circuit malfunction between the PCM and the cold start injector. After unplugging all related controllers (to prevent damage), use the DVOM to check individual circuit resistance and continuity. Repair or replace any circuits which do not comply with manufacturer\'s specs.\n\nAdditional diagnostic notes\n\n The PCM must recognize that conditions are appropriate for a cold start injection before diagnostic testing can be performed\nUse caution when testing high pressure fuel systems\n\n'"
"P0214
","b'\nA diagnostic scanner, a digital volt/ohmmeter (DVOM), and a reliable vehicle information source are some of the tools which I will require to diagnose a code P0214.\nIf engine coolant temperature codes or intake air temperature codes are present, diagnose and repair those prior to diagnosing a code P0214.\nVisual Inspection\nA visual inspection of system related wiring and connectors should be performed as a starting point for your diagnosis. Rodent damaged wiring is not uncommon particularly in cold climates.\nNext, I would connect the scanner to the vehicle diagnostic connector and retrieve all stored codes and freeze frame data. I like to write this information down as it has proven helpful as the diagnostic process unfolds. Clear the codes, allow the vehicle to reach a ""cold start"" condition according to manufacturer\'s specifications, and test-drive the vehicle to see if the code P0214 is reset. \nIf the P0214 is not immediately reset, continue to operate the vehicle normally until the PCM enters readiness mode or the code is reset. If readiness mode is entered, the problem has been rectified. If the code is reset, a problem still exists.\nStep-by-step diagnosis\n\nIf the code is immediately reset, you can begin by testing the cold start injector using the DVOM and following the recommendations found in your vehicle information source. Of course, you will need to replace any cold start injector which fails to conform to manufacturer\'s specifications.\nIf the cold start injector in question checks out, test voltage at the injector connector (using the DVOM). Typically, there should be a constant supply of battery voltage that is joined by a ground pulse from the PCM, at the appropriate time. A ""noid"" light is possibly the best tool for simultaneously testing the injector pulse/voltage signal at the injector connector.\nIf no voltage is discovered at the cold start injector connector, suspect a blown fuse, defective relay, or a burnt fusible link. Check system fuses with the circuit loaded to help prevent an incorrect diagnosis. \nIf no ground pulse is detected at the cold start injector connector, suspect a defective PCM, PCM programming error, or a circuit malfunction between the PCM and injector connector. Use the DVOM to check the ground pulse at the appropriate pin in the PCM connector to pinpoint the exact condition and proceed from there.\nIf no ground pulse is detected at the PCM connector, the PCM is likely defective or has experienced a programming error.\nIf there is a ground pulse signal at the PCM connector, you have a circuit malfunction between the PCM and the cold start injector. After unplugging all related controllers (to prevent damage), use the DVOM to check individual circuit resistance and continuity. Repair or replace any circuits which do not comply with manufacturer\'s specs.\n\nAdditional diagnostic notes\n\n The PCM must recognize that conditions are appropriate for a cold start injection before diagnostic testing can be performed\nUse caution when testing high pressure fuel systems\n\n'"
